municipality_name,gadm_id,province,area_sqkm,has_zone,zone_count,total_zone_area_ha,has_manufacturing,has_agro,earliest_op_date,pop_density_mean_2020,pop_total_2020,nightlights_mean_2018,nightlights_median_2018,builtup_fraction_2020,dist_nearest_airport_km,dist_nearest_primary_road_km
Laoang,PHL.54.8_1,Northern Samar,208.48325578290832,0,0,0,FALSE,FALSE,NA,215.08514404296875,53457.95703125,0.033519309014081955,0.09604112610401541,0.003348455322265625,43.162153383833974,3.2341978682998236
Lapinig,PHL.54.9_1,Northern Samar,57.294250744701806,0,0,0,FALSE,FALSE,NA,163.5530242919922,11154.4912109375,0.04540126398205757,0.115684286950457,0.00225235888671875,73.66783110713544,0.11289064552920561
Las Navas,PHL.54.10_1,Northern Samar,268.61750400165033,0,0,0,FALSE,FALSE,NA,170.89097595214844,54674.953125,0.00886919628828764,0.09682073742112614,0.0018596734619140624,48.02488199074677,17.244911786354304
Lavezares,PHL.54.11_1,Northern Samar,97.5160318336087,0,0,0,FALSE,FALSE,NA,224.795166015625,26170.671875,0.05830319598317146,0.08284841553018438,0.002892723876953125,30.24860164878673,0.4978805992154929
Lope de Vega,PHL.54.12_1,Northern Samar,187.33151092501922,0,0,0,FALSE,FALSE,NA,85.09942626953125,19004.822265625,0.006112960632890463,0.09932124003896961,4.595737609863281e-4,20.15342208470334,1.1449986419398408
Mapanas,PHL.54.13_1,Northern Samar,144.19880552325083,0,0,0,FALSE,FALSE,NA,68.82936096191406,11822.86328125,0.01277468353509903,0.09151739378025164,0.001294283203125,62.63722158857272,5.70818537495383
Mondragon,PHL.54.14_1,Northern Samar,324.02851026780786,0,0,0,FALSE,FALSE,NA,99.49243927001953,38435.8125,0.052987247705459595,0.08433402305581415,0.0014447059326171876,18.330085278058995,11.593363246257868
Palapag,PHL.54.15_1,Northern Samar,154.13399833735255,0,0,0,FALSE,FALSE,NA,198.2147216796875,36409.49609375,0.033409830182790756,0.10017792950023592,0.003157005126953125,54.676780358088244,3.492216937869843
Pambujan,PHL.54.16_1,Northern Samar,151.25562884594402,0,0,0,FALSE,FALSE,NA,197.8170623779297,35666.15625,0.041613850742578506,0.0976268011809961,0.002739950439453125,33.45126637756635,8.647655876705675
Rosario,PHL.54.17_1,Northern Samar,69.25925041109339,0,0,0,FALSE,FALSE,NA,162.27366638183594,13413.6845703125,0.030451888218522072,0.0775927055250039,0.001348302001953125,21.59710735774211,2.398692558088308
San Antonio,PHL.54.18_1,Northern Samar,28.87416498169037,0,0,0,FALSE,FALSE,NA,234.05831909179688,8065.90771484375,0.03036629594862461,0.09575533501685281,0.002690370849609375,41.803864477006144,6.3711651772082165
